url;country;date;Scheckheftgepflegt;Nichtraucherfahrzeug;Marke;Modell;Erstzulassung;Karosserieform;Anzahl Türen;Getriebeart;Hubraum;Kraftstoff;Schadstoffklasse;Leistung;Kilometerstand;Getriebe;Kraftstoffverbr.*;Außenfarbe;Ausstattung;haendler;ort;price;Start/Stop-Automatik;Bluetooth;Windschott(für Cabrio);Airbag hinten;Berganfahrassistent;Sportsitze;USB;Sitzbelüftung;Anhängerkupplung;Einparkhilfe selbstlenkendes System;Kurvenlicht;Spurhalteassistent;Traktionskontrolle;teilb. Rücksitzbank;Abstandstempomat;Einparkhilfe Kamera;Nachtsicht-Assistent;Xenonscheinwerfer;Tagfahrlicht;LED-Tagfahrlicht;Einparkhilfe Sensoren vorne;Skisack;Kopfairbag;Reifendruckkontrollsystem;Rechtslenker;Elektrische Sitze;Isofix;Beifahrerairbag;Panoramadach;Müdigkeitswarnsystem;Winterreifen;Armlehne;Klimaautomatik;Standheizung;Navigationssystem;Schiebetür;Sportfahrwerk;ESP;ABS;Soundsystem;Massagesitze;Schiebedach;Fahrerairbag;TV;Seitenairbag;Radio;Einparkhilfe Sensoren hinten;Katalysator;Totwinkel-Assistent;Regensensor;Elektrische Seitenspiegel;Sportpaket;Lordosenstütze;Verkehrszeichenerkennung;Getönte;Zentralverriegelung mit Funkfernbedienung;Multifunktionslenkrad;Alarmanlage;Garantie;Nebelscheinwerfer;Wegfahrsperre;Sprachsteuerung;Alufelgen;Sitzheizung;Freisprecheinrichtung;Behindertengerecht;Schaltwippen;Beheizbare Frontscheibe;Servolenkung;Beheizbares Lenkrad;Scheiben;LED-Scheinwerfer;Luftfederung;Tuning;Lichtsensor;Elektr. Fensterheber;Schlüssellose Zentralverriegelung;Lederlenkrad;Dachreling;CD;DAB-Radio;Notbremsassistent;Notrufsystem;MP3;Klimaanlage;Zentralverriegelung;Bordcomputer;Tempomat;Head-up display;Touchscreen;Elektrische Heckklappe
/angebote/bmw-120-d-sport-line-navi-prof-leder-xenon-diesel-e0b2d2e9-ab57-4aa4-bae8-dab596248bce;Deutschland;2020-04-04 21:33:39.504232;;;BMW;120;2012;Kleinwagen;4;Schaltgetriebe;1.995 cm³;Diesel;Euro 5;135 kW / 184 PS;123.000 km;Schaltgetriebe;4.5 l/100 km (komb);Nicht angegeben;32 Ausstattungsmerkmale;True;54470 Bernkastel-Kues;8100;True;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;True;True;True;False;False;True;False;False;False;False;False;False;False;True;True;True;False;False;False;False;True;False;False;True;False;False;True;True;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True;True;True;False;False;False
/angebote/bmw-120-d-xdrive-sport-aut-m-sport-diesel-8a360e11-bc2a-4f8d-a335-e9eabd4625ac;Deutschland;2020-04-04 21:33:40.356733;;;BMW;120;2018;Kleinwagen;4;Automatik;1.995 cm³;Diesel;Euro 6;140 kW / 190 PS;37.500 km;Automatik;4.5 l/100 km (komb);Nicht angegeben;25 Ausstattungsmerkmale;True;54470 Bernkastel-Kues;14400;True;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;True;False;False;True;False;False;True;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False
