url;country;date;Scheckheftgepflegt;Nichtraucherfahrzeug;Marke;Modell;Erstzulassung;Karosserieform;Anzahl Türen;Getriebeart;Hubraum;Kraftstoff;Schadstoffklasse;Leistung;Kilometerstand;Getriebe;Kraftstoffverbr.*;Außenfarbe;Ausstattung;haendler;ort;price;Kurvenlicht;Lederlenkrad;Multifunktionslenkrad;Bordcomputer;Luftfederung;Servolenkung;Müdigkeitswarnsystem;Skisack;Regensensor;Nachtsicht-Assistent;Freisprecheinrichtung;Sportsitze;Start/Stop-Automatik;Airbag hinten;Beheizbares Lenkrad;Lordosenstütze;DAB-Radio;Totwinkel-Assistent;Panoramadach;Alarmanlage;Xenonscheinwerfer;Elektr. Fensterheber;Einparkhilfe Kamera;Getönte;Reifendruckkontrollsystem;teilb. Rücksitzbank;Radio;Scheiben;Garantie;Notbremsassistent;Abstandstempomat;ABS;Dachreling;Klimaautomatik;Bluetooth;Klimaanlage;USB;Tuning;Rechtslenker;Kopfairbag;Einparkhilfe Sensoren vorne;Sportfahrwerk;Anhängerkupplung;Wegfahrsperre;Behindertengerecht;Tempomat;Tagfahrlicht;MP3;Verkehrszeichenerkennung;Soundsystem;Massagesitze;Sprachsteuerung;Schiebedach;Nebelscheinwerfer;Elektrische Heckklappe;Elektrische Sitze;CD;Sitzheizung;Schlüssellose Zentralverriegelung;Lichtsensor;Elektrische Seitenspiegel;Isofix;Notrufsystem;Berganfahrassistent;Alufelgen;Seitenairbag;Schaltwippen;Traktionskontrolle;Armlehne;Beifahrerairbag;Touchscreen;Zentralverriegelung mit Funkfernbedienung;Beheizbare Frontscheibe;ESP;Navigationssystem;Head-up display;Fahrerairbag;Windschott(für Cabrio);Spurhalteassistent;LED-Scheinwerfer;Katalysator;Einparkhilfe selbstlenkendes System;Winterreifen;Sportpaket;Einparkhilfe Sensoren hinten;Standheizung;Zentralverriegelung;Schiebetür;LED-Tagfahrlicht;TV;Sitzbelüftung
/angebote/bmw-120-d-sport-line-navi-prof-leder-xenon-diesel-e0b2d2e9-ab57-4aa4-bae8-dab596248bce;Deutschland;2020-04-04 21:32:36.235359;;;BMW;120;2012;Kleinwagen;4;Schaltgetriebe;1.995 cm³;Diesel;Euro 5;135 kW / 184 PS;123.000 km;Schaltgetriebe;4.5 l/100 km (komb);Nicht angegeben;32 Ausstattungsmerkmale;True;54470 Bernkastel-Kues;8100;True;False;True;True;False;True;False;False;True;False;True;True;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;True;False;False;False;True;True;True;False;False;False;False;True;True;False;False;False;True;False;True;True;True;False;False;True;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False
/angebote/bmw-120-d-xdrive-sport-aut-m-sport-diesel-8a360e11-bc2a-4f8d-a335-e9eabd4625ac;Deutschland;2020-04-04 21:32:37.846704;;;BMW;120;2018;Kleinwagen;4;Automatik;1.995 cm³;Diesel;Euro 6;140 kW / 190 PS;37.500 km;Automatik;4.5 l/100 km (komb);Nicht angegeben;25 Ausstattungsmerkmale;True;54470 Bernkastel-Kues;14400;False;False;True;True;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;False;True;True;True;False;False;False;False;False;True;False;False;False;False;False;True;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False
